Feature	rank_it_0	rank_it_1	rank_it_2	rank_it_3	rank_it_4	rank_it_5	rank_it_6	rank_it_7	rank_it_8	rank_it_9
ENSG00000156413|FUT6|protein_coding	451	184	363	575	323	431	145	509	291	339
ENSG00000156453|PCDH1|protein_coding	256	247	335	382	159	119	216	389	367	154
ENSG00000157350|ST3GAL2|protein_coding	576	243	355	360	193	443	312	277	243	390
ENSG00000157703|SVOPL|protein_coding	361	659	717	429	655	599	651	427	669	319
ENSG00000157992|KRTCAP3|protein_coding	452	454	376	544	367	452	651	717	287	445
ENSG00000158106|RHPN1|protein_coding	145	241	193	141	191	316	427	394	444	300
ENSG00000158158|CNNM4|protein_coding	466	520	624	715	715	671	483	717	605	637
ENSG00000158315|RHBDL2|protein_coding	621	520	522	715	548	536	702	445	715	637
ENSG00000158769|F11R|protein_coding	576	373	659	602	715	671	597	324	334	637
ENSG00000158987|RAPGEF6|protein_coding	216	350	691	544	518	327	361	658	386	569
ENSG00000159128|IFNGR2|protein_coding	621	520	717	647	548	599	455	690	605	569
ENSG00000159166|LAD1|protein_coding	448	551	659	715	441	599	702	570	669	421
ENSG00000159314|ARHGAP27|protein_coding	524	470	659	389	589	348	546	509	524	360
ENSG00000159842|ABR|protein_coding	114	107	161	218	165	242	174	240	120	115
ENSG00000159871|LYPD5|protein_coding	444	635	624	647	430	495	385	570	466	472
ENSG00000160111|CPAMD8|protein_coding	467	585	464	647	435	599	597	658	470	514
ENSG00000160183|TMPRSS3|protein_coding	717	659	691	462	715	396	560	658	605	637
ENSG00000160209|PDXK|protein_coding	717	659	659	518	589	671	702	616	715	676
ENSG00000160219|GAB3|protein_coding	660	551	245	647	299	671	597	412	605	604
ENSG00000160588|MPZL3|protein_coding	717	659	717	575	518	599	651	509	669	514
ENSG00000160862|AZGP1|protein_coding	717	585	588	715	715	709	702	570	605	637
ENSG00000161905|ALOX15|protein_coding	524	520	522	715	686	564	651	658	524	569
ENSG00000161921|CXCL16|protein_coding	462	482	522	575	154	599	546	570	605	709
ENSG00000161955|TNFSF13|protein_coding	227	551	419	715	655	564	597	570	715	540
ENSG00000161960|EIF4A1|protein_coding	621	585	522	715	479	671	597	717	715	637
ENSG00000162032|SPSB3|protein_coding	621	358	300	215	331	599	444	167	255	428
ENSG00000162069|BICDL2|protein_coding	428	218	227	158	212	272	213	412	383	415
ENSG00000162366|PDZK1IP1|protein_coding	576	626	588	315	655	599	546	658	457	569
ENSG00000162398|LEXM|protein_coding	428	285	717	162	621	599	192	223	199	676
ENSG00000162522|KIAA1522|protein_coding	576	659	717	715	715	671	651	717	669	709
ENSG00000162614|NEXN|protein_coding	524	482	717	518	655	709	216	717	715	593
ENSG00000162669|HFM1|protein_coding	576	716	554	647	655	599	597	570	715	459
ENSG00000162694|EXTL2|protein_coding	179	362	427	211	222	223	497	301	459	514
ENSG00000162910|MRPL55|protein_coding	576	659	522	408	518	221	702	570	308	514
ENSG00000162931|TRIM17|protein_coding	717	585	659	483	518	671	651	658	605	243
ENSG00000162949|CAPN13|protein_coding	178	360	430	255	320	427	480	193	641	286
ENSG00000163069|SGCB|protein_coding	308	401	522	518	281	486	519	570	490	299
ENSG00000163104|SMARCAD1|protein_coding	252	450	659	647	331	599	463	570	364	382
ENSG00000163106|HPGDS|protein_coding	201	308	267	387	230	172	410	351	254	276
ENSG00000163121|NEURL3|protein_coding	185	585	149	395	413	599	157	658	347	179
ENSG00000163220|S100A9|protein_coding	660	474	396	435	378	505	597	379	605	569
ENSG00000163281|GNPDA2|protein_coding	717	716	717	715	715	671	504	616	669	637
ENSG00000163291|PAQR3|protein_coding	180	182	75	161	249	213	188	171	154	306
ENSG00000163357|DCST1|protein_coding	409	342	659	229	215	278	410	483	377	514
ENSG00000163435|ELF3|protein_coding	660	626	691	602	589	671	702	717	605	514
ENSG00000163481|RNF25|protein_coding	717	635	477	496	655	729	702	509	715	637
ENSG00000163512|AZI2|protein_coding	316	192	222	431	258	234	232	210	270	145
ENSG00000163596|ICA1L|protein_coding	660	323	659	132	518	180	137	467	524	144
ENSG00000163624|CDS1|protein_coding	576	688	493	602	655	149	702	570	151	604
ENSG00000163625|WDFY3|protein_coding	445	688	717	447	655	729	419	658	605	709
ENSG00000163694|RBM47|protein_coding	293	585	313	687	548	184	493	253	669	637
ENSG00000163746|PLSCR2|protein_coding	43	34	99	32	47	80	24	119	92	41
ENSG00000163932|PRKCD|protein_coding	486	659	554	544	518	473	702	570	560	363
ENSG00000163993|S100P|protein_coding	397	385	588	305	374	330	324	150	250	139
ENSG00000164086|DUSP7|protein_coding	660	716	522	414	365	418	395	293	297	431
ENSG00000164111|ANXA5|protein_coding	621	414	588	715	411	729	651	658	669	665
ENSG00000164506|STXBP5|protein_coding	717	716	717	647	655	671	651	509	641	676
ENSG00000164509|IL31RA|protein_coding	660	659	659	687	715	729	702	717	715	709
ENSG00000164574|GALNT10|protein_coding	717	716	717	647	715	709	597	717	669	709
ENSG00000164626|KCNK5|protein_coding	717	716	659	423	715	536	546	658	669	569
ENSG00000164695|CHMP4C|protein_coding	576	659	588	647	621	729	597	658	715	637
ENSG00000164741|DLC1|protein_coding	717	626	717	715	715	671	702	570	641	454
ENSG00000164855|TMEM184A|protein_coding	473	413	401	480	454	402	597	509	404	470
ENSG00000164920|OSR2|protein_coding	422	615	588	602	238	599	170	509	423	207
ENSG00000165091|TMC1|protein_coding	101	392	211	148	589	156	221	130	228	87
ENSG00000165125|TRPV6|protein_coding	576	520	453	575	589	729	441	717	451	342
ENSG00000165410|CFL2|protein_coding	441	659	588	293	476	536	597	463	372	490
ENSG00000165591|FAAH2|protein_coding	660	615	522	575	518	701	482	570	715	540
ENSG00000165617|DACT1|protein_coding	660	659	624	647	436	599	702	658	524	569
ENSG00000165794|SLC39A2|protein_coding	320	312	659	715	518	516	546	658	560	569
ENSG00000165891|E2F7|protein_coding	576	472	686	575	715	320	546	570	715	709
ENSG00000165912|PACSIN3|protein_coding	576	268	296	210	272	314	412	423	182	316
ENSG00000165915|SLC39A13|protein_coding	106	147	137	208	231	103	75	217	147	253
ENSG00000165929|TC2N|protein_coding	381	400	276	285	319	276	519	396	144	295
ENSG00000165959|CLMN|protein_coding	576	716	717	518	655	729	702	658	715	709
ENSG00000166073|GPR176|protein_coding	400	478	456	368	383	599	355	385	524	475
ENSG00000166130|IKBIP|protein_coding	79	68	74	113	170	176	78	139	132	174
ENSG00000166145|SPINT1|protein_coding	660	356	588	575	589	397	702	509	441	709
ENSG00000166147|FBN1|protein_coding	576	465	474	518	686	489	597	305	560	637
ENSG00000166450|PRTG|protein_coding	524	219	446	343	518	599	597	337	469	676
ENSG00000166510|CCDC68|protein_coding	408	384	397	324	518	303	288	291	430	637
ENSG00000166535|A2ML1|protein_coding	304	248	158	245	222	337	182	133	206	233
ENSG00000166780|C16orf45|protein_coding	576	716	659	478	589	671	597	658	560	395
ENSG00000166997|CNPY4|protein_coding	150	288	119	220	296	422	118	140	174	467
ENSG00000167183|PRR15L|protein_coding	168	302	173	177	245	272	185	316	315	191
ENSG00000167306|MYO5B|protein_coding	660	659	624	647	655	729	702	570	641	709
ENSG00000167608|TMC4|protein_coding	660	520	717	575	589	463	597	570	669	709
ENSG00000167642|SPINT2|protein_coding	576	437	249	575	655	536	466	628	309	676
ENSG00000167674|ENSG00000167674|protein_coding	524	585	659	647	655	671	546	628	669	637
ENSG00000167754|KLK5|protein_coding	492	716	717	715	655	671	702	570	715	709
ENSG00000167755|KLK6|protein_coding	310	356	156	190	472	182	131	169	280	164
ENSG00000167861|HID1|protein_coding	414	520	522	473	518	345	309	328	487	345
ENSG00000167880|EVPL|protein_coding	267	197	178	191	232	671	292	217	263	189
ENSG00000168143|FAM83B|protein_coding	660	520	431	457	486	416	380	690	715	380
ENSG00000168297|PXK|protein_coding	362	453	321	544	589	536	350	616	426	540
ENSG00000168447|SCNN1B|protein_coding	486	425	338	647	589	599	597	658	524	514
ENSG00000168453|HR|protein_coding	524	716	659	349	390	536	597	367	245	569
ENSG00000168961|LGALS9|protein_coding	358	260	240	187	127	384	173	206	139	204
ENSG00000169035|KLK7|protein_coding	489	339	522	494	464	428	227	287	241	709
ENSG00000169241|SLC50A1|protein_coding	496	326	273	488	242	671	248	267	279	280
ENSG00000169242|EFNA1|protein_coding	326	585	522	392	518	390	491	570	442	439
ENSG00000169554|ZEB2|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000169826|CSGALNACT2|protein_coding	399	440	369	575	293	536	398	393	210	540
ENSG00000169891|REPS2|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000170242|USP47|protein_coding	576	716	338	441	589	671	651	616	295	377
ENSG00000170374|SP7|protein_coding	147	115	108	104	162	162	122	165	123	69
ENSG00000170390|DCLK2|protein_coding	497	626	479	397	369	317	182	570	278	569
ENSG00000170417|TMEM182|protein_coding	269	297	554	286	261	282	424	616	408	514
ENSG00000170430|MGMT|protein_coding	2	2	2	2	3	2	2	7	2	2
ENSG00000170445|HARS|protein_coding	416	233	588	236	445	305	451	158	126	161
ENSG00000170456|DENND5B|protein_coding	155	143	208	188	204	343	156	234	116	122
ENSG00000170464|DNAJC18|protein_coding	362	428	226	375	202	366	149	174	501	333
ENSG00000170917|NUDT6|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000171124|FUT3|protein_coding	524	716	717	687	715	512	597	570	605	637
ENSG00000171219|CDC42BPG|protein_coding	1	1	1	1	1	1	1	2	1	1
ENSG00000171345|KRT19|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000171346|KRT15|protein_coding	438	216	294	402	416	709	347	272	305	267
ENSG00000171766|GATM|protein_coding	75	72	55	39	71	90	54	113	82	52
ENSG00000171806|METTL18|protein_coding	1	1	1	1	2	1	1	1	1	1
ENSG00000171951|SCG2|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000172073|TEX37|protein_coding	40	20	29	30	28	51	18	35	33	30
ENSG00000172243|CLEC7A|protein_coding	501	206	246	398	715	264	492	717	560	709
ENSG00000172382|PRSS27|protein_coding	357	210	238	386	245	247	379	246	183	211
ENSG00000172818|OVOL1|protein_coding	524	585	416	575	322	599	444	450	605	540
ENSG00000172819|RARG|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000172830|SSH3|protein_coding	15	12	9	71	7	8	3	17	11	3
ENSG00000173227|SYT12|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000173273|TNKS|protein_coding	209	328	162	172	110	186	171	129	135	206
ENSG00000173376|NDNF|protein_coding	660	433	469	488	518	599	279	370	524	488
ENSG00000173852|DPY19L1|protein_coding	576	615	214	268	335	184	331	194	428	290
ENSG00000174099|MSRB3|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000174292|TNK1|protein_coding	621	263	399	485	655	343	702	570	293	352
ENSG00000174915|PTDSS2|protein_coding	45	53	87	47	52	69	45	56	89	77
ENSG00000174950|CD164L2|protein_coding	333	149	307	246	131	205	260	233	268	200
ENSG00000175318|GRAMD2|protein_coding	116	64	120	73	50	64	91	79	92	55
ENSG00000175707|KDF1|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000175895|PLEKHF2|protein_coding	2	2	2	2	7	14	2	2	1	2
ENSG00000176387|HSD11B2|protein_coding	1	1	1	1	2	1	1	1	1	1
ENSG00000176532|PRR15|protein_coding	1	1	29	1	17	18	13	1	11	19
ENSG00000176658|MYO1D|protein_coding	395	307	486	243	548	488	478	398	560	159
ENSG00000176903|PNMA1|protein_coding	110	140	263	411	143	142	161	157	151	237
ENSG00000176945|MUC20|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000177311|ZBTB38|protein_coding	66	60	71	69	89	120	64	72	76	80
ENSG00000177707|NECTIN3|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000177791|MYOZ1|protein_coding	247	113	194	378	518	253	153	312	332	214
ENSG00000177989|ODF3B|protein_coding	29	29	151	52	227	109	28	57	120	106
ENSG00000178031|ADAMTSL1|protein_coding	245	585	624	518	452	395	546	570	560	417
ENSG00000178075|GRAMD1C|protein_coding	194	223	99	287	141	95	100	159	129	155
ENSG00000178750|STX19|protein_coding	387	520	554	575	518	370	425	321	669	276
ENSG00000178921|PFAS|protein_coding	284	354	522	715	240	599	560	658	253	437
ENSG00000179104|TMTC2|protein_coding	1	1	3	1	11	14	2	4	11	2
ENSG00000179178|TMEM125|protein_coding	92	161	80	136	161	76	158	92	73	102
ENSG00000179299|NSUN7|protein_coding	297	227	286	99	233	254	247	509	351	267
ENSG00000179627|ZBTB42|protein_coding	25	44	59	51	61	42	39	34	89	19
ENSG00000179862|CITED4|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000179913|B3GNT3|protein_coding	276	318	189	228	293	234	195	155	185	358
ENSG00000180432|CYP8B1|protein_coding	621	520	450	500	356	484	476	454	492	514
ENSG00000180921|FAM83H|protein_coding	376	520	224	254	148	293	245	331	268	236
ENSG00000181104|F2R|protein_coding	576	256	197	437	290	244	335	184	496	361
ENSG00000181274|FRAT2|protein_coding	175	157	142	106	119	99	106	147	122	111
ENSG00000181284|TMEM102|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000181392|SYNE4|protein_coding	1	24	1	1	1	8	1	17	1	1
ENSG00000181773|GPR3|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000181827|RFX7|protein_coding	576	271	232	361	432	599	498	658	360	514
ENSG00000181885|CLDN7|protein_coding	203	164	407	276	380	231	317	248	524	349
ENSG00000181904|C5orf24|protein_coding	38	86	127	41	25	50	99	54	145	24
ENSG00000182107|TMEM30B|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000182287|AP1S2|protein_coding	576	404	436	273	333	327	304	423	239	368
ENSG00000182534|MXRA7|protein_coding	300	659	331	518	445	260	363	570	405	258
ENSG00000182782|HCAR2|protein_coding	87	60	83	61	64	48	63	47	84	98
ENSG00000183160|TMEM119|protein_coding	404	489	482	454	390	536	392	406	524	676
ENSG00000183742|MACC1|protein_coding	181	319	383	393	489	483	403	429	294	274
ENSG00000183853|KIRREL|protein_coding	448	287	320	318	715	356	246	434	524	240
ENSG00000184012|TMPRSS2|protein_coding	576	659	411	518	400	471	651	388	524	425
ENSG00000184014|DENND5A|protein_coding	660	659	306	518	548	564	319	509	524	355
ENSG00000184363|PKP3|protein_coding	158	240	250	119	142	192	151	84	273	148
ENSG00000185989|RASA3|protein_coding	47	45	81	82	90	66	76	137	77	73
ENSG00000186160|CYP4Z1|protein_coding	98	26	9	19	2	78	133	7	106	12
ENSG00000186212|SOWAHB|protein_coding	524	585	327	345	518	312	430	717	605	637
ENSG00000186377|CYP4X1|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000186832|KRT16|protein_coding	68	81	38	38	69	70	37	83	74	12
ENSG00000186854|TRABD2A|protein_coding	60	12	76	24	38	25	33	44	21	12
ENSG00000186908|ZDHHC17|protein_coding	576	688	476	715	655	502	500	717	605	709
ENSG00000187109|NAP1L1|protein_coding	31	29	24	24	27	37	22	44	21	12
ENSG00000187554|TLR5|protein_coding	492	210	260	283	309	169	203	270	210	186
ENSG00000188112|C6orf132|protein_coding	1	2	1	6	1	8	2	2	1	1
ENSG00000188215|DCUN1D3|protein_coding	693	336	280	482	715	599	651	570	275	540
ENSG00000188313|PLSCR1|protein_coding	660	488	659	647	589	729	702	570	669	569
ENSG00000188505|NCCRP1|protein_coding	336	460	433	252	371	536	408	340	605	172
ENSG00000188766|SPRED3|protein_coding	347	411	121	575	279	211	257	202	165	305
ENSG00000188883|KLRG2|protein_coding	283	267	269	238	349	536	546	375	302	222
ENSG00000189051|RNF222|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000189143|CLDN4|protein_coding	499	371	336	465	315	441	395	628	605	709
ENSG00000189280|GJB5|protein_coding	524	396	489	390	559	342	413	400	605	569
ENSG00000189334|S100A14|protein_coding	230	232	145	97	187	178	164	143	89	137
ENSG00000189377|CXCL17|protein_coding	84	98	83	129	72	121	77	124	38	145
ENSG00000189410|SH2D5|protein_coding	279	253	93	242	124	237	127	112	143	125
ENSG00000189433|GJB4|protein_coding	488	215	554	222	518	139	332	616	605	569
ENSG00000196159|FAT4|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000196187|TMEM63A|protein_coding	222	123	96	169	134	166	218	170	151	288
ENSG00000196189|SEMA4A|protein_coding	621	659	624	687	491	277	357	353	268	194
ENSG00000196407|THEM5|protein_coding	68	81	73	78	79	47	66	53	97	53
ENSG00000196586|MYO6|protein_coding	660	520	691	390	518	638	702	368	669	637
ENSG00000196639|HRH1|protein_coding	369	626	298	231	321	206	196	509	560	185
ENSG00000196684|HSH2D|protein_coding	371	430	235	544	269	259	597	408	319	259
ENSG00000196781|TLE1|protein_coding	33	58	36	58	57	33	33	48	52	31
ENSG00000196872|KIAA1211L|protein_coding	217	349	522	544	548	479	258	356	524	604
ENSG00000196923|PDLIM7|protein_coding	421	520	386	647	235	564	651	397	353	637
ENSG00000196950|SLC39A10|protein_coding	464	659	458	715	621	671	453	509	475	709
ENSG00000197043|ANXA6|protein_coding	660	484	717	715	655	671	519	717	669	676
ENSG00000197070|ARRDC1|protein_coding	418	410	357	449	193	374	597	402	399	276
ENSG00000197165|SULT1A2|protein_coding	393	460	522	575	301	202	215	717	560	514
ENSG00000197217|ENTPD4|protein_coding	311	117	135	110	87	128	83	92	127	136
ENSG00000197256|KANK2|protein_coding	170	520	522	555	686	269	443	658	474	242
ENSG00000197279|ZNF165|protein_coding	477	443	624	488	491	513	282	477	605	569
ENSG00000197343|ZNF655|protein_coding	1	1	2	2	2	2	1	2	6	2
ENSG00000197479|PCDHB11|protein_coding	239	310	302	264	312	319	442	418	247	318
ENSG00000197506|SLC28A3|protein_coding	660	716	412	575	589	327	360	335	439	330
ENSG00000197535|MYO5A|protein_coding	32	47	43	54	59	51	49	101	41	43
ENSG00000197822|OCLN|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000197860|SGTB|protein_coding	240	189	213	196	200	198	238	364	287	151
ENSG00000197872|FAM49A|protein_coding	457	294	203	430	394	424	307	410	117	344
ENSG00000198125|MB|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000198189|HSD17B11|protein_coding	1	2	24	1	7	21	1	3	1	3
ENSG00000198355|PIM3|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000198612|COPS8|protein_coding	660	716	717	518	314	671	702	570	715	455
ENSG00000198730|CTR9|protein_coding	51	56	44	44	54	31	28	65	43	62
ENSG00000198791|CNOT7|protein_coding	271	309	392	338	548	389	345	382	497	262
ENSG00000198856|OSTC|protein_coding	1	1	2	2	2	1	1	2	1	1
ENSG00000203499|FAM83H-AS1|protein_coding	452	335	420	518	655	450	212	319	416	273
ENSG00000204217|BMPR2|protein_coding	130	112	65	88	99	101	135	87	141	59
ENSG00000204388|HSPA1B|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000204538|PSORS1C2|protein_coding	36	38	52	50	33	68	32	47	33	50
ENSG00000204564|C6orf136|protein_coding	137	213	276	258	518	444	487	353	462	183
ENSG00000204580|DDR1|protein_coding	171	162	447	246	183	258	353	244	134	119
ENSG00000204616|TRIM31|protein_coding	1	1	2	2	2	1	2	2	2	1
ENSG00000204618|RNF39|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000205060|SLC35B4|protein_coding	59	77	62	62	56	103	48	42	37	65
ENSG00000205220|PSMB10|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000205277|MUC12|protein_coding	2	1	2	2	11	1	2	1	3	2
ENSG00000205336|ADGRG1|protein_coding	576	167	179	143	655	333	345	116	410	248
ENSG00000205667|ARSH|protein_coding	97	114	101	82	59	207	151	106	86	71
ENSG00000205744|DENND1C|protein_coding	2	2	2	6	2	3	2	2	3	2
ENSG00000206418|RAB12|protein_coding	92	78	49	100	79	112	89	53	48	92
ENSG00000213465|ARL2|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000213937|CLDN9|protein_coding	56	74	54	47	60	63	52	59	79	97
ENSG00000213995|NAXD|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000214530|STARD10|protein_coding	224	180	264	282	347	286	179	230	392	387
ENSG00000215045|GRID2IP|protein_coding	74	73	156	182	148	190	139	212	105	88
ENSG00000215845|TSTD1|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000221963|APOL6|protein_coding	125	398	182	133	288	155	244	346	119	181
ENSG00000221988|PPT2|protein_coding	52	46	68	68	70	62	73	80	52	77
ENSG00000223573|TINCR|protein_coding	576	585	421	371	286	455	499	658	605	406
ENSG00000225526|MKRN2OS|protein_coding	576	295	410	249	407	349	286	509	715	637
ENSG00000230797|YY2|protein_coding	218	158	206	146	310	169	243	283	325	345
ENSG00000233493|TMEM238|protein_coding	524	520	379	602	482	365	335	658	524	514
ENSG00000235750|KIAA0040|protein_coding	22	42	54	15	46	187	28	97	68	44
ENSG00000235863|B3GALT4|protein_coding	226	446	295	291	401	233	330	128	450	414
ENSG00000237289|CKMT1B|protein_coding	260	338	221	203	226	429	290	322	191	195
ENSG00000237330|RNF223|protein_coding	1	1	1	1	3	1	2	2	1	1
ENSG00000237441|RGL2|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000241106|HLA-DOB|protein_coding	274	585	315	544	267	504	486	240	421	474
ENSG00000241484|ARHGAP8|protein_coding	133	95	109	122	91	151	95	81	142	104
ENSG00000241852|C8orf58|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000248405|PRR5-ARHGAP8|protein_coding	166	249	358	326	228	193	207	235	127	216
ENSG00000248871|TNFSF12-TNFSF13|protein_coding	198	132	199	111	158	105	103	96	138	118
ENSG00000253313|C1orf210|protein_coding	77	47	47	81	40	97	43	68	59	39
ENSG00000254445|HSPB2-C11orf52|protein_coding	576	520	329	353	621	536	345	439	605	370
ENSG00000255054|ENSG00000255054|protein_coding	492	301	374	166	251	256	312	262	424	422
ENSG00000255302|EID1|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000255339|ENSG00000255339|protein_coding	1	1	1	2	1	2	2	1	1	1
ENSG00000256500|ENSG00000256500|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000259371|ENSG00000259371|protein_coding	127	130	288	249	166	148	115	121	167	514
ENSG00000261130|ENSG00000261130|protein_coding	206	296	485	492	123	335	315	189	222	171
ENSG00000261150|EPPK1|protein_coding	257	277	229	256	214	350	327	313	239	124
ENSG00000261884|ENSG00000261884|protein_coding	524	230	308	270	220	305	174	202	249	160
ENSG00000262302|ENSG00000262302|protein_coding	576	255	588	341	518	564	651	416	524	514
ENSG00000262560|ENSG00000262560|protein_coding	660	520	490	357	621	489	428	279	436	226
ENSG00000264187|ENSG00000264187|protein_coding	307	659	588	647	621	515	651	570	605	604
ENSG00000267314|ENSG00000267314|protein_coding	660	626	717	715	655	671	651	717	605	569
ENSG00000267368|UPK3BL|protein_coding	425	688	624	211	621	564	488	383	605	349
ENSG00000267645|ENSG00000267645|protein_coding	3	1	2	1	1	2	1	2	1	1
ENSG00000267748|ENSG00000267748|protein_coding	660	465	659	575	655	411	702	509	669	340
ENSG00000269741|ENSG00000269741|protein_coding	15	36	24	3	36	31	7	17	26	19
ENSG00000270149|ENSG00000270149|protein_coding	1	1	1	1	1	1	1	1	1	1
ENSG00000270168|ENSG00000270168|protein_coding	175	173	191	295	362	505	178	258	226	302
ENSG00000271601|LIX1L|protein_coding	254	462	168	227	251	165	141	374	177	231
ENSG00000272398|CD24|protein_coding	132	379	230	101	217	88	141	199	274	180
ENSG00000272647|ENSG00000272647|protein_coding	113	203	201	276	421	346	205	269	166	131
ENSG00000272772|ENSG00000272772|protein_coding	693	368	659	647	589	294	367	285	376	401
ENSG00000273045|C2orf15|protein_coding	482	626	588	197	173	183	112	242	217	167
ENSG00000273217|ENSG00000273217|protein_coding	524	716	659	492	410	638	702	254	669	400
ENSG00000280273|ENSG00000280273|protein_coding	329	95	402	235	176	333	321	386	185	358
ENSG00000280778|ENSG00000280778|protein_coding	415	458	306	288	366	274	312	280	391	374
ENSG00000280987|ENSG00000280987|protein_coding	149	224	148	262	115	160	105	123	271	196
ENSG00000281991|TMEM265|protein_coding	440	344	425	224	254	210	397	464	315	540
ENSG00000283239|KBTBD11-OT1|protein_coding	272	155	201	291	219	256	519	224	414	423
ENSG00000283563|ENSG00000283563|protein_coding	621	365	476	355	491	433	519	265	669	291
CD44_chr11:35196745-35196874	338	367	432	289	518	295	371	658	220	324
CD44_chr11:35198120-35198246	443	585	659	647	259	262	702	570	447	514
CD44_chr11:35201670-35201787	693	659	717	518	655	410	546	658	605	709
CD44_chr11:35204511-35204640	717	478	495	460	429	564	597	616	380	593
CD44_chr11:35206111-35206243	313	146	204	243	151	231	241	309	379	316
CD44_chr11:35209964-35210054	110	101	342	65	145	221	176	120	86	100
ARL14EP_chr11:30330885-30331374	398	585	225	467	344	355	298	570	222	323
PRRG4_chr11:32840106-32840239	1	1	1	1	1	1	1	1	1	1
C11orf52_chr11:111925652-111925714	209	136	177	134	133	168	477	253	206	135
SAC3D1_chr11:65043024-65043164	660	493	489	715	589	499	597	717	524	540
CLIP1_chr12:122351110-122351143	285	120	221	128	353	599	193	337	418	138
CLIP1_chr12:122347374-122347479	186	285	297	233	185	166	464	182	328	201
GNS_chr12:64756666-64756762	33	51	91	32	62	71	18	33	36	27
ERBB3_chr12:56098499-56098575	82	92	57	95	96	85	148	160	114	60
HNRNPA1_chr12:54282799-54282874	660	372	466	687	349	599	320	509	560	283
RALGPS2_chr1:178892229-178892307	73	147	124	143	329	208	121	106	175	130
YBX3_chr12:10709907-10710114	660	585	260	715	429	436	289	484	216	441
FBRSL1_chr12:132527952-132527988	218	188	522	316	472	372	263	374	669	540
KRT7_chr12:52245411-52245632	94	182	146	167	83	147	107	173	124	279
CAB39L_chr13:49401132-49401270	385	191	334	221	399	465	361	175	243	270
TMEM120B_chr12:121743628-121743747	177	122	117	89	100	99	60	205	125	328
NHLRC3_chr13:39042104-39042305	419	407	522	457	589	599	292	509	324	569
POMT2_chr14:77302834-77302943	1	1	1	1	1	1	1	1	1	1
POMT2_chr14:77298688-77298771	264	268	279	293	222	599	255	250	425	209
INF2_chr14:104715283-104715340	35	66	46	54	48	113	72	50	54	122
VPS39_chr15:42192065-42192098	524	314	369	575	254	496	519	509	482	480
CYFIP1_chr15:22872824-22872972	11	12	13	15	21	39	7	12	17	5
MYO9A_chr15:71951776-71951896	1	1	1	1	1	1	1	1	1	1
MYO9A_chr15:71892964-71893177	383	585	659	327	655	321	546	570	560	192
PRC1_chr15:90969078-90969120	395	626	196	418	402	368	269	658	490	382
ZWILCH_chr15:66508840-66508892	199	279	166	207	242	311	239	135	319	415
DTWD1_chr15:49631000-49631058	164	128	111	647	117	198	128	126	103	104
TMED3_chr15:79314540-79314655	99	150	255	138	145	142	155	135	159	64
PDE8A_chr15:85091043-85091181	272	659	554	715	340	599	546	341	311	637
SPG11_chr15:44598630-44598836	117	169	141	123	108	218	199	136	97	84
BNIP2_chr15:59668102-59668138	344	377	387	480	472	373	266	380	427	418
SEC11A_chr15:84714730-84714866	157	333	409	350	262	203	317	478	239	368
EMC8_chr16:85780378-85780473	2	2	2	2	3	2	2	2	2	2
ENSG00000283332_chr16:67544955-67545117	499	626	202	178	589	599	490	306	409	676
TSC2_chr16:2077597-2077726	2	1	2	1	1	1	2	1	1	1
UBN1_chr16:4877384-4877474	15	12	33	11	1	2	2	21	6	1
NFATC3_chr16:68121986-68123121	359	585	268	647	589	398	597	570	605	569
SLC50A1_chr1:155136827-155136951	576	395	460	544	655	599	400	616	669	385
